Idx, Offset, ROM,    Length, T, Inflated
AA6, 2E2F10, 2E7BF0, 000100, 0, 000100
AA7, 2E3010, 2E7CF0, 00009E, 5, 001000
AA8, 2E30B0, 2E7D90, 000092, 5, 001000
AA9, 2E3148, 2E7E28, 0000A2, 5, 001000
AAA, 2E31F0, 2E7ED0, 000096, 5, 001000
AAB, 2E3288, 2E7F68, 0000CE, 5, 001000
AAC, 2E3358, 2E8038, 0000BE, 5, 001000
AAD, 2E3418, 2E80F8, 0000D8, 5, 001000
AAE, 2E34F0, 2E81D0, 0000C8, 5, 001000
AAF, 2E35B8, 2E8298, 0000D8, 5, 001000
AB0, 2E3690, 2E8370, 0000D2, 5, 001000
AB1, 2E3768, 2E8448, 0000E0, 5, 001000
AB2, 2E3848, 2E8528, 0000D6, 5, 001000
AB3, 2E3920, 2E8600, 0000F4, 5, 001000
AB4, 2E3A18, 2E86F8, 0000E6, 5, 001000
AB5, 2E3B00, 2E87E0, 000108, 5, 001000
AB6, 2E3C08, 2E88E8, 0000F4, 5, 001000
AB7, 2E3D00, 2E89E0, 000112, 5, 001000
AB8, 2E3E18, 2E8AF8, 000108, 5, 001000
AB9, 2E3F20, 2E8C00, 00012C, 5, 001000
ABA, 2E4050, 2E8D30, 000120, 5, 001000
ABB, 2E4170, 2E8E50, 00012E, 5, 001000
ABC, 2E42A0, 2E8F80, 000124, 5, 001000
ABD, 2E43C8, 2E90A8, 000146, 5, 001000
ABE, 2E4510, 2E91F0, 000134, 5, 001000
ABF, 2E4648, 2E9328, 000158, 5, 001000
AC0, 2E47A0, 2E9480, 000146, 5, 001000
AC1, 2E48E8, 2E95C8, 000172, 5, 001000
AC2, 2E4A60, 2E9740, 000160, 5, 001000
AC3, 2E4BC0, 2E98A0, 000180, 5, 001000
AC4, 2E4D40, 2E9A20, 000178, 5, 001000
AC5, 2E4EB8, 2E9B98, 0001A0, 5, 001000
AC6, 2E5058, 2E9D38, 00018A, 5, 001000
AC7, 2E51E8, 2E9EC8, 00015C, 5, 001000
AC8, 2E5348, 2EA028, 00014C, 5, 001000
AC9, 2E5498, 2EA178, 00015C, 5, 001000
ACA, 2E55F8, 2EA2D8, 00015A, 5, 001000
ACB, 2E5758, 2EA438, 000166, 5, 001000
ACC, 2E58C0, 2EA5A0, 00016C, 5, 001000
ACD, 2E5A30, 2EA710, 00016A, 5, 001000
ACE, 2E5BA0, 2EA880, 000172, 5, 001000
ACF, 2E5D18, 2EA9F8, 0001B8, 5, 001000
AD0, 2E5ED0, 2EABB0, 0001C0, 5, 001000
AD1, 2E6090, 2EAD70, 0001C2, 5, 001000
AD2, 2E6258, 2EAF38, 0001C0, 5, 001000
AD3, 2E6418, 2EB0F8, 000256, 5, 001000
AD4, 2E6670, 2EB350, 000274, 5, 001000
AD5, 2E68E8, 2EB5C8, 000256, 5, 001000
AD6, 2E6B40, 2EB820, 000272, 5, 001000
AD7, 2E6DB8, 2EBA98, 000312, 5, 001000
AD8, 2E70D0, 2EBDB0, 000310, 5, 001000
AD9, 2E73E0, 2EC0C0, 0002EE, 5, 001000
ADA, 2E76D0, 2EC3B0, 000310, 5, 001000
ADB, 2E79E0, 2EC6C0, 000322, 5, 001000
ADC, 2E7D08, 2EC9E8, 00033C, 5, 001000
ADD, 2E8048, 2ECD28, 000320, 5, 001000
ADE, 2E8368, 2ED048, 00030E, 5, 001000
ADF, 2E8678, 2ED358, 00029C, 5, 001000
AE0, 2E8918, 2ED5F8, 0002B2, 5, 001000
AE1, 2E8BD0, 2ED8B0, 000290, 5, 001000
AE2, 2E8E60, 2EDB40, 0002A8, 5, 001000
AE3, 2E9108, 2EDDE8, 00023A, 5, 001000
AE4, 2E9348, 2EE028, 000248, 5, 001000
AE5, 2E9590, 2EE270, 00020C, 5, 001000
AE6, 2E97A0, 2EE480, 00021C, 5, 001000
AE7, 2E99C0, 2EE6A0, 00023A, 5, 001000
AE8, 2E9C00, 2EE8E0, 00024C, 5, 001000
AE9, 2E9E50, 2EEB30, 000238, 5, 001000
AEA, 2EA088, 2EED68, 000230, 5, 001000
AEB, 2EA2B8, 2EEF98, 0001DA, 5, 001000
AEC, 2EA498, 2EF178, 0001B4, 5, 001000
AED, 2EA650, 2EF330, 0001E2, 5, 001000
AEE, 2EA838, 2EF518, 0001BC, 5, 001000
AEF, 2EA9F8, 2EF6D8, 000190, 5, 001000
AF0, 2EAB88, 2EF868, 000188, 5, 001000
AF1, 2EAD10, 2EF9F0, 0001B4, 5, 001000
AF2, 2EAEC8, 2EFBA8, 00019E, 5, 001000
AF3, 2EB068, 2EFD48, 000160, 5, 001000
AF4, 2EB1C8, 2EFEA8, 00015E, 5, 001000
AF5, 2EB328, 2F0008, 000174, 5, 001000
AF6, 2EB4A0, 2F0180, 000172, 5, 001000
AF7, 2EB618, 2F02F8, 000144, 5, 001000
AF8, 2EB760, 2F0440, 00013C, 5, 001000
AF9, 2EB8A0, 2F0580, 000144, 5, 001000
AFA, 2EB9E8, 2F06C8, 00014E, 5, 001000
AFB, 2EBB38, 2F0818, 000128, 5, 001000
AFC, 2EBC60, 2F0940, 00011E, 5, 001000
AFD, 2EBD80, 2F0A60, 000138, 5, 001000
AFE, 2EBEB8, 2F0B98, 000130, 5, 001000
AFF, 2EBFE8, 2F0CC8, 0000F2, 5, 001000
B00, 2EC0E0, 2F0DC0, 0000EC, 5, 001000
B01, 2EC1D0, 2F0EB0, 0000FC, 5, 001000
B02, 2EC2D0, 2F0FB0, 0000F2, 5, 001000
B03, 2EC3C8, 2F10A8, 0000A2, 5, 001000
B04, 2EC470, 2F1150, 00009C, 5, 001000
B05, 2EC510, 2F11F0, 0000A2, 5, 001000
B06, 2EC5B8, 2F1298, 00009A, 5, 001000
B07, 2EC658, 2F1338, 0002EE, 5, 001000
B08, 2EC948, 2F1628, 000336, 5, 001000
B09, 2ECC80, 2F1960, 0003A4, 5, 001000
B0A, 2ED028, 2F1D08, 0002CE, 5, 001000
B0B, 2ED2F8, 2F1FD8, 000336, 5, 001000
B0C, 2ED630, 2F2310, 000314, 5, 001000
B0D, 2ED948, 2F2628, 0003CE, 5, 001000
B0E, 2EDD18, 2F29F8, 0002B2, 5, 001000
B0F, 2EDFD0, 2F2CB0, 000374, 5, 001000
B10, 2EE348, 2F3028, 000372, 5, 001000
B11, 2EE6C0, 2F33A0, 000462, 5, 001000
B12, 2EEB28, 2F3808, 000314, 5, 001000
B13, 2EEE40, 2F3B20, 0003CC, 5, 001000
B14, 2EF210, 2F3EF0, 0003D6, 5, 001000
B15, 2EF5E8, 2F42C8, 0004F8, 5, 001000
B16, 2EFAE0, 2F47C0, 0003BA, 5, 001000
B17, 2EFEA0, 2F4B80, 000390, 5, 001000
B18, 2F0230, 2F4F10, 0003FE, 5, 001000
B19, 2F0630, 2F5310, 0004C8, 5, 001000
B1A, 2F0AF8, 2F57D8, 0003BC, 5, 001000
B1B, 2F0EB8, 2F5B98, 00037C, 5, 001000
B1C, 2F1238, 2F5F18, 000436, 5, 001000
B1D, 2F1670, 2F6350, 0004C6, 5, 001000
B1E, 2F1B38, 2F6818, 0003C0, 5, 001000
B1F, 2F1EF8, 2F6BD8, 000328, 5, 001000
B20, 2F2220, 2F6F00, 000400, 5, 001000
B21, 2F2620, 2F7300, 0004BC, 5, 001000
B22, 2F2AE0, 2F77C0, 00038E, 5, 001000
B23, 2F2E70, 2F7B50, 000308, 5, 001000
B24, 2F3178, 2F7E58, 0003F4, 5, 001000
B25, 2F3570, 2F8250, 0004A6, 5, 001000
B26, 2F3A18, 2F86F8, 000394, 5, 001000
B27, 2F3DB0, 2F8A90, 0002F0, 5, 001000
B28, 2F40A0, 2F8D80, 0003F6, 5, 001000
B29, 2F4498, 2F9178, 0004B6, 5, 001000
B2A, 2F4950, 2F9630, 000392, 5, 001000
B2B, 2F4CE8, 2F99C8, 0002F4, 5, 001000
B2C, 2F4FE0, 2F9CC0, 0003CC, 5, 001000
B2D, 2F53B0, 2FA090, 00049C, 5, 001000
B2E, 2F5850, 2FA530, 000396, 5, 001000
B2F, 2F5BE8, 2FA8C8, 000362, 5, 001000
B30, 2F5F50, 2FAC30, 0003CE, 5, 001000
B31, 2F6320, 2FB000, 00047C, 5, 001000
B32, 2F67A0, 2FB480, 0003CC, 5, 001000
B33, 2F6B70, 2FB850, 0003A2, 5, 001000
B34, 2F6F18, 2FBBF8, 0003FE, 5, 001000
B35, 2F7318, 2FBFF8, 0004A2, 5, 001000
B36, 2F77C0, 2FC4A0, 0003EA, 5, 001000
B37, 2F7BB0, 2FC890, 000372, 5, 001000
B38, 2F7F28, 2FCC08, 0003E4, 5, 001000
B39, 2F8310, 2FCFF0, 000498, 5, 001000
B3A, 2F87A8, 2FD488, 00042C, 5, 001000
B3B, 2F8BD8, 2FD8B8, 00037C, 5, 001000
B3C, 2F8F58, 2FDC38, 0003D8, 5, 001000
B3D, 2F9330, 2FE010, 0004B6, 5, 001000
B3E, 2F97E8, 2FE4C8, 000438, 5, 001000
B3F, 2F9C20, 2FE900, 000374, 5, 001000
B40, 2F9F98, 2FEC78, 0003CC, 5, 001000
B41, 2FA368, 2FF048, 0004C0, 5, 001000
B42, 2FA828, 2FF508, 000436, 5, 001000
B43, 2FAC60, 2FF940, 00033A, 5, 001000
B44, 2FAFA0, 2FFC80, 0003F8, 5, 001000
B45, 2FB398, 300078, 0004FC, 5, 001000
B46, 2FB898, 300578, 00044A, 5, 001000
B47, 2FBCE8, 3009C8, 00030C, 5, 001000
B48, 2FBFF8, 300CD8, 0003DC, 5, 001000
B49, 2FC3D8, 3010B8, 000502, 5, 001000
B4A, 2FC8E0, 3015C0, 00044E, 5, 001000
B4B, 2FCD30, 301A10, 000310, 5, 001000
B4C, 2FD040, 301D20, 0003CC, 5, 001000
B4D, 2FD410, 3020F0, 000516, 5, 001000
B4E, 2FD928, 302608, 000464, 5, 001000
B4F, 2FDD90, 302A70, 00030C, 5, 001000
B50, 2FE0A0, 302D80, 0003E6, 5, 001000
B51, 2FE488, 303168, 0004F6, 5, 001000
B52, 2FE980, 303660, 000450, 5, 001000
B53, 2FEDD0, 303AB0, 000314, 5, 001000
B54, 2FF0E8, 303DC8, 0003E2, 5, 001000
B55, 2FF4D0, 3041B0, 0004FC, 5, 001000
B56, 2FF9D0, 3046B0, 000454, 5, 001000
B57, 2FFE28, 304B08, 000324, 5, 001000
B58, 300150, 304E30, 0003E4, 5, 001000
B59, 300538, 305218, 0004D4, 5, 001000
B5A, 300A10, 3056F0, 00043C, 5, 001000
B5B, 300E50, 305B30, 00033A, 5, 001000
B5C, 301190, 305E70, 0003D2, 5, 001000
B5D, 301568, 306248, 0004D2, 5, 001000
B5E, 301A40, 306720, 000432, 5, 001000
B5F, 301E78, 306B58, 00032E, 5, 001000
B60, 3021A8, 306E88, 0003F4, 5, 001000
B61, 3025A0, 307280, 0004D0, 5, 001000
B62, 302A70, 307750, 000436, 5, 001000
B63, 302EA8, 307B88, 000340, 5, 001000
B64, 3031E8, 307EC8, 0003F6, 5, 001000
B65, 3035E0, 3082C0, 0004C8, 5, 001000
B66, 303AA8, 308788, 000430, 5, 001000
B67, 303ED8, 308BB8, 00033E, 5, 001000
B68, 304218, 308EF8, 0003F6, 5, 001000
B69, 304610, 3092F0, 0004A4, 5, 001000
B6A, 304AB8, 309798, 00041E, 5, 001000
B6B, 304ED8, 309BB8, 000322, 5, 001000
B6C, 305200, 309EE0, 0003EE, 5, 001000
B6D, 3055F0, 30A2D0, 000492, 5, 001000
B6E, 305A88, 30A768, 000418, 5, 001000
B6F, 305EA0, 30AB80, 00030E, 5, 001000
B70, 3061B0, 30AE90, 0003EC, 5, 001000
B71, 3065A0, 30B280, 000480, 5, 001000
B72, 306A20, 30B700, 0003F8, 5, 001000
B73, 306E18, 30BAF8, 0002DA, 5, 001000
B74, 3070F8, 30BDD8, 0003A2, 5, 001000
B75, 3074A0, 30C180, 000450, 5, 001000
B76, 3078F0, 30C5D0, 0003E2, 5, 001000
B77, 307CD8, 30C9B8, 0002BA, 5, 001000
B78, 307F98, 30CC78, 000398, 5, 001000
B79, 308330, 30D010, 000428, 5, 001000
B7A, 308758, 30D438, 0003B6, 5, 001000
B7B, 308B10, 30D7F0, 00028C, 5, 001000
B7C, 308DA0, 30DA80, 000362, 5, 001000
B7D, 309108, 30DDE8, 00040C, 5, 001000
B7E, 309518, 30E1F8, 0003A8, 5, 001000
B7F, 3098C0, 30E5A0, 000276, 5, 001000
B80, 309B38, 30E818, 00032C, 5, 001000
B81, 309E68, 30EB48, 0003C8, 5, 001000
B82, 30A230, 30EF10, 000396, 5, 001000
B83, 30A5C8, 30F2A8, 00022A, 5, 001000
B84, 30A7F8, 30F4D8, 000304, 5, 001000
B85, 30AB00, 30F7E0, 0003A8, 5, 001000
B86, 30AEA8, 30FB88, 000364, 5, 001000
B87, 30B210, 30FEF0, 000222, 5, 001000
B88, 30B438, 310118, 0002D6, 5, 001000
B89, 30B710, 3103F0, 000366, 5, 001000
B8A, 30BA78, 310758, 000328, 5, 001000
B8B, 30BDA0, 310A80, 000202, 5, 001000
B8C, 30BFA8, 310C88, 0002C2, 5, 001000
B8D, 30C270, 310F50, 00033E, 5, 001000
B8E, 30C5B0, 311290, 000300, 5, 001000
B8F, 30C8B0, 311590, 0001DE, 5, 001000
B90, 30CA90, 311770, 0002A2, 5, 001000
B91, 30CD38, 311A18, 000320, 5, 001000
B92, 30D058, 311D38, 0002FA, 5, 001000
B93, 30D358, 312038, 0001B4, 5, 001000
B94, 30D510, 3121F0, 000260, 5, 001000
B95, 30D770, 312450, 0002E2, 5, 001000
B96, 30DA58, 312738, 0002BA, 5, 001000
B97, 30DD18, 3129F8, 000196, 5, 001000
B98, 30DEB0, 312B90, 000246, 5, 001000
B99, 30E0F8, 312DD8, 0002BE, 5, 001000
B9A, 30E3B8, 313098, 000290, 5, 001000
B9B, 30E648, 313328, 000190, 5, 001000
B9C, 30E7D8, 3134B8, 00023C, 5, 001000
B9D, 30EA18, 3136F8, 00029A, 5, 001000
B9E, 30ECB8, 313998, 000288, 5, 001000
B9F, 30EF40, 313C20, 00017E, 5, 001000
BA0, 30F0C0, 313DA0, 00022A, 5, 001000
BA1, 30F2F0, 313FD0, 00026C, 5, 001000
BA2, 30F560, 314240, 00026A, 5, 001000
BA3, 30F7D0, 3144B0, 000188, 5, 001000
BA4, 30F958, 314638, 00020A, 5, 001000
BA5, 30FB68, 314848, 000262, 5, 001000
BA6, 30FDD0, 314AB0, 00024C, 5, 001000
BA7, 310020, 314D00, 000164, 5, 001000
BA8, 310188, 314E68, 00021C, 5, 001000
BA9, 3103A8, 315088, 000236, 5, 001000
BAA, 3105E0, 3152C0, 000232, 5, 001000
BAB, 310818, 3154F8, 000154, 5, 001000
BAC, 310970, 315650, 0001EA, 5, 001000
BAD, 310B60, 315840, 00021A, 5, 001000
BAE, 310D80, 315A60, 00020E, 5, 001000
BAF, 310F90, 315C70, 000150, 5, 001000
BB0, 3110E0, 315DC0, 0001C6, 5, 001000
BB1, 3112A8, 315F88, 0001FE, 5, 001000
BB2, 3114A8, 316188, 0001FC, 5, 001000
BB3, 3116A8, 316388, 000144, 5, 001000
BB4, 3117F0, 3164D0, 0001B6, 5, 001000
BB5, 3119A8, 316688, 0001E8, 5, 001000
BB6, 311B90, 316870, 0001BE, 5, 001000
BB7, 311D50, 316A30, 00011C, 5, 001000
BB8, 311E70, 316B50, 0001AA, 5, 001000
BB9, 312020, 316D00, 0001D8, 5, 001000
BBA, 3121F8, 316ED8, 0001C6, 5, 001000
BBB, 3123C0, 3170A0, 000118, 5, 001000
BBC, 3124D8, 3171B8, 000194, 5, 001000
BBD, 312670, 317350, 0001BC, 5, 001000
BBE, 312830, 317510, 0001B2, 5, 001000
BBF, 3129E8, 3176C8, 0000F6, 5, 001000
BC0, 312AE0, 3177C0, 00017C, 5, 001000
BC1, 312C60, 317940, 0001A4, 5, 001000
BC2, 312E08, 317AE8, 00018A, 5, 001000
BC3, 312F98, 317C78, 0000DE, 5, 001000
BC4, 313078, 317D58, 00013A, 5, 001000
BC5, 3131B8, 317E98, 000162, 5, 001000
BC6, 313320, 318000, 00015A, 5, 001000
BC7, 313480, 318160, 0000BE, 5, 001000
BC8, 313540, 318220, 000114, 5, 001000
BC9, 313658, 318338, 00013E, 5, 001000
BCA, 313798, 318478, 00011A, 5, 001000
BCB, 3138B8, 318598, 0000A8, 5, 001000
BCC, 313960, 318640, 0000EE, 5, 001000
BCD, 313A50, 318730, 00011C, 5, 001000
BCE, 313B70, 318850, 000108, 5, 001000
BCF, 313C78, 318958, 000090, 5, 001000
BD0, 313D08, 3189E8, 0000D2, 5, 001000
BD1, 313DE0, 318AC0, 0000F4, 5, 001000
BD2, 313ED8, 318BB8, 0000E8, 5, 001000
C29, 313FC0, 318CA0, 000FBC, 0, 000FBC
C2D, 313FC0, 318CA0, 007FFF, 0, 007FFF
C2E, 313FC0, 318CA0, 000FBC, 0, 000FBC
C31, 313FC0, 318CA0, 007FFF, 0, 007FFF
C3A, 313FC0, 318CA0, 000FBC, 0, 000FBC
C3E, 313FC0, 318CA0, 007FFF, 0, 007FFF
C3F, 313FC0, 318CA0, 000040, 0, 000040
C42, 313FC0, 318CA0, 000FBC, 0, 000FBC
C43, 313FC0, 318CA0, 007FFF, 0, 007FFF
C44, 313FC0, 318CA0, 000FBC, 0, 000FBC
C4E, 313FC0, 318CA0, 002F75, 0, 002F75
C4F, 313FC0, 318CA0, 002F6C, 0, 002F6C
C50, 313FC0, 318CA0, 002E31, 0, 002E31
C61, 313FC0, 318CA0, 000FB6, 0, 000FB6
C72, 313FC0, 318CA0, 000FBC, 0, 000FBC
C74, 313FC0, 318CA0, 000FBC, 0, 000FBC
C75, 313FC0, 318CA0, 000FA9, 0, 000FA9
C79, 313FC0, 318CA0, 000FBC, 0, 000FBC
C80, 313FC0, 318CA0, 000FBC, 0, 000FBC
C81, 313FC0, 318CA0, 007FFF, 0, 007FFF
C82, 313FC0, 318CA0, 000FBC, 0, 000FBC
C85, 313FC0, 318CA0, 000FBC, 0, 000FBC
C86, 313FC0, 318CA0, 007FFF, 0, 007FFF
C87, 313FC0, 318CA0, 007FFF, 0, 007FFF
C8D, 313FC0, 318CA0, 000FA9, 0, 000FA9
CA4, 313FC0, 318CA0, 000100, 0, 000100
CA5, 3140C0, 318DA0, 000258, 5, 001000
CA6, 314318, 318FF8, 00010C, 5, 001000
CA7, 314428, 319108, 0000F2, 5, 001000
CA8, 314520, 319200, 0000CE, 5, 001000
CA9, 3145F0, 3192D0, 0002E8, 5, 001000
CAA, 3148D8, 3195B8, 0001BC, 5, 001000
CAB, 314A98, 319778, 0001A0, 5, 001000
CAC, 314C38, 319918, 0001BE, 5, 001000
CAD, 314DF8, 319AD8, 0002C8, 5, 001000
CAE, 3150C0, 319DA0, 00024A, 5, 001000
CAF, 315310, 319FF0, 00023E, 5, 001000
CB0, 315550, 31A230, 000288, 5, 001000
CB1, 3157D8, 31A4B8, 0002A8, 5, 001000
CB2, 315A80, 31A760, 000292, 5, 001000
CB3, 315D18, 31A9F8, 000280, 5, 001000
CB4, 315F98, 31AC78, 000288, 5, 001000
CB5, 316220, 31AF00, 00029C, 5, 001000
CB6, 3164C0, 31B1A0, 000286, 5, 001000
CB7, 316748, 31B428, 000272, 5, 001000
CB8, 3169C0, 31B6A0, 000266, 5, 001000
CB9, 316C28, 31B908, 00022C, 5, 001000
CBA, 316E58, 31BB38, 000202, 5, 001000
CBB, 317060, 31BD40, 0001FC, 5, 001000
CBC, 317260, 31BF40, 00026E, 5, 001000
CBD, 3174D0, 31C1B0, 000294, 5, 001000
CBE, 317768, 31C448, 000282, 5, 001000
CBF, 3179F0, 31C6D0, 000234, 5, 001000
CC0, 317C28, 31C908, 000292, 5, 001000
CC1, 317EC0, 31CBA0, 000292, 5, 001000
CC2, 318158, 31CE38, 000292, 5, 001000
CC3, 3183F0, 31D0D0, 0001C0, 5, 001000
CC4, 3185B0, 31D290, 000286, 5, 001000
CC5, 318838, 31D518, 0002D2, 5, 001000
CC6, 318B10, 31D7F0, 00028E, 5, 001000
CC7, 318DA0, 31DA80, 0001A8, 5, 001000
CC8, 318F48, 31DC28, 000260, 5, 001000
CC9, 3191A8, 31DE88, 00031E, 5, 001000
CCA, 3194C8, 31E1A8, 000258, 5, 001000
CCB, 319720, 31E400, 0001BA, 5, 001000
CCC, 3198E0, 31E5C0, 00028A, 5, 001000
CCD, 319B70, 31E850, 0002E2, 5, 001000
CCE, 319E58, 31EB38, 0001E2, 5, 001000
CCF, 31A040, 31ED20, 000184, 5, 001000
CD0, 31A1C8, 31EEA8, 00023C, 5, 001000
CD1, 31A408, 31F0E8, 000306, 5, 001000
CD2, 31A710, 31F3F0, 0001D2, 5, 001000
CD3, 31A8E8, 31F5C8, 0001D6, 5, 001000
CD4, 31AAC0, 31F7A0, 00023C, 5, 001000
CD5, 31AD00, 31F9E0, 0002E6, 5, 001000
CD6, 31AFE8, 31FCC8, 0001E6, 5, 001000
CD7, 31B1D0, 31FEB0, 000218, 5, 001000
CD8, 31B3E8, 3200C8, 000244, 5, 001000
CD9, 31B630, 320310, 0002F8, 5, 001000
CDA, 31B928, 320608, 00023A, 5, 001000
CDB, 31BB68, 320848, 00023E, 5, 001000
CDC, 31BDA8, 320A88, 00022E, 5, 001000
CDD, 31BFD8, 320CB8, 0002DC, 5, 001000
CDE, 31C2B8, 320F98, 000268, 5, 001000
CDF, 31C520, 321200, 000260, 5, 001000
CE0, 31C780, 321460, 0001FC, 5, 001000
CE1, 31C980, 321660, 0002E8, 5, 001000
CE2, 31CC68, 321948, 0002A2, 5, 001000
CE3, 31CF10, 321BF0, 00029C, 5, 001000
CE4, 31D1B0, 321E90, 00026C, 5, 001000
CE5, 31D420, 322100, 000306, 5, 001000
CE6, 31D728, 322408, 0002E6, 5, 001000
CE7, 31DA10, 3226F0, 0002D6, 5, 001000
CE8, 31DCE8, 3229C8, 0002A8, 5, 001000
CE9, 31DF90, 322C70, 000324, 5, 001000
CEA, 31E2B8, 322F98, 000310, 5, 001000
CEB, 31E5C8, 3232A8, 000312, 5, 001000
CEC, 31E8E0, 3235C0, 0002E2, 5, 001000
CED, 31EBC8, 3238A8, 000338, 5, 001000
CEE, 31EF00, 323BE0, 000330, 5, 001000
CEF, 31F230, 323F10, 000352, 5, 001000
CF0, 31F588, 324268, 000300, 5, 001000
CF1, 31F888, 324568, 000346, 5, 001000
CF2, 31FBD0, 3248B0, 00036E, 5, 001000
CF3, 31FF40, 324C20, 000374, 5, 001000
CF4, 3202B8, 324F98, 000324, 5, 001000
CF5, 3205E0, 3252C0, 00033A, 5, 001000
CF6, 320920, 325600, 000346, 5, 001000
CF7, 320C68, 325948, 000366, 5, 001000
CF8, 320FD0, 325CB0, 000308, 5, 001000
CF9, 3212D8, 325FB8, 000338, 5, 001000
CFA, 321610, 3262F0, 000386, 5, 001000
CFB, 321998, 326678, 00036C, 5, 001000
CFC, 321D08, 3269E8, 0002FC, 5, 001000
CFD, 322008, 326CE8, 0002FE, 5, 001000
CFE, 322308, 326FE8, 000386, 5, 001000
CFF, 322690, 327370, 000372, 5, 001000
D00, 322A08, 3276E8, 000312, 5, 001000
D01, 322D20, 327A00, 0002C4, 5, 001000
D02, 322FE8, 327CC8, 000388, 5, 001000
D03, 323370, 328050, 000366, 5, 001000
D04, 3236D8, 3283B8, 0002F8, 5, 001000
D05, 3239D0, 3286B0, 0002B6, 5, 001000
D06, 323C88, 328968, 000352, 5, 001000
D07, 323FE0, 328CC0, 000364, 5, 001000
D08, 324348, 329028, 0002E6, 5, 001000
D09, 324630, 329310, 00026E, 5, 001000
D0A, 3248A0, 329580, 0002EE, 5, 001000
D0B, 324B90, 329870, 00032E, 5, 001000
D0C, 324EC0, 329BA0, 0002C4, 5, 001000
D0D, 325188, 329E68, 00023C, 5, 001000
D0E, 3253C8, 32A0A8, 0002AC, 5, 001000
D0F, 325678, 32A358, 0002FC, 5, 001000
D10, 325978, 32A658, 000268, 5, 001000
D11, 325BE0, 32A8C0, 0001F0, 5, 001000
D12, 325DD0, 32AAB0, 000262, 5, 001000
D13, 326038, 32AD18, 00028A, 5, 001000
D14, 3262C8, 32AFA8, 000244, 5, 001000
D15, 326510, 32B1F0, 0001BC, 5, 001000
D16, 3266D0, 32B3B0, 000236, 5, 001000
D17, 326908, 32B5E8, 00027C, 5, 001000
D18, 326B88, 32B868, 0001E2, 5, 001000
D19, 326D70, 32BA50, 00017C, 5, 001000
D1A, 326EF0, 32BBD0, 00020A, 5, 001000
D1B, 327100, 32BDE0, 000216, 5, 001000
D1C, 327318, 32BFF8, 000194, 5, 001000
D1D, 3274B0, 32C190, 000146, 5, 001000
D1E, 3275F8, 32C2D8, 0001BC, 5, 001000
D1F, 3277B8, 32C498, 0001C8, 5, 001000
D20, 327980, 32C660, 00013E, 5, 001000
D21, 327AC0, 32C7A0, 000108, 5, 001000
D22, 327BC8, 32C8A8, 000178, 5, 001000
D23, 327D40, 32CA20, 000188, 5, 001000
D24, 327EC8, 32CBA8, 0000F6, 5, 001000
D25, 327FC0, 32CCA0, 0000D6, 5, 001000
D26, 328098, 32CD78, 00012A, 5, 001000
D27, 3281C8, 32CEA8, 0000F6, 5, 001000
D28, 3282C0, 32CFA0, 0000B4, 5, 001000
D29, 328378, 32D058, 00007C, 5, 001000
D2A, 3283F8, 32D0D8, 000100, 5, 001000
D2B, 3284F8, 32D1D8, 00009C, 5, 001000
D2C, 328598, 32D278, 0000A4, 5, 001000
D2D, 328640, 32D320, 000066, 5, 001000
D2E, 3286A8, 32D388, 0000EC, 5, 001000
D2F, 328798, 32D478, 000096, 5, 001000
D30, 328830, 32D510, 00009A, 5, 001000
D31, 3288D0, 32D5B0, 000068, 5, 001000
D32, 328938, 32D618, 0000C6, 5, 001000
D33, 328A00, 32D6E0, 000080, 5, 001000
D34, 328A80, 32D760, 000082, 5, 001000
D35, 328B08, 32D7E8, 000064, 5, 001000
D36, 328B70, 32D850, 0000A8, 5, 001000
D37, 328C18, 32D8F8, 000076, 5, 001000
D38, 328C90, 32D970, 000076, 5, 001000
D39, 328D08, 32D9E8, 000052, 5, 001000
D3A, 328D60, 32DA40, 000092, 5, 001000
D3B, 328DF8, 32DAD8, 000070, 5, 001000
D3C, 328E68, 32DB48, 00006A, 5, 001000
D3D, 328ED8, 32DBB8, 000050, 5, 001000
D3E, 328F28, 32DC08, 000064, 5, 001000
D3F, 328F90, 32DC70, 000070, 5, 001000
D40, 329000, 32DCE0, 00005A, 5, 001000
D41, 329060, 32DD40, 0004D8, 1, 001000
D42, 329538, 32E218, 000354, 1, 000800
D43, 329890, 32E570, 0001A2, 1, 001000
D44, 329A38, 32E718, 0002CE, 1, 001000
D47, 329D08, 32E9E8, 000502, 1, 000800
D48, 32A210, 32EEF0, 000602, 1, 001000
D49, 32A818, 32F4F8, 00062C, 1, 001000
D4A, 32AE48, 32FB28, 000694, 1, 000800
D4B, 32B4E0, 3301C0, 00037E, 1, 000800
D4C, 32B860, 330540, 00001C, 6, 000200
D4D, 32B880, 330560, 000048, 6, 000200
D4E, 32B8C8, 3305A8, 0000C6, 6, 000200
D4F, 32B990, 330670, 00009A, 6, 000200
D50, 32BA30, 330710, 00009C, 6, 000200
D51, 32BAD0, 3307B0, 000038, 6, 000200
D52, 32BB08, 3307E8, 0000E6, 6, 000200
D53, 32BBF0, 3308D0, 000132, 6, 000200
D54, 32BD28, 330A08, 0000D8, 6, 000200
D55, 32BE00, 330AE0, 0000CE, 6, 000200
D56, 32BED0, 330BB0, 0000EC, 6, 000200
D57, 32BFC0, 330CA0, 000126, 6, 000200
D58, 32C0E8, 330DC8, 000130, 6, 000200
